Ruta,X,Y,Direccion,Ruta,X,Y,Direccion,Ruta,X,Y,Direccion,Ruta,X,Y,Direccion,Direccion,Ruta,X,Y,Direccion,Ruta,X,Y,Direccion
3,21.900645,-102.292302,2,4,21.872715,-102.297649,2,5,21.860721,-102.301062,2,6,21.950587,-102.324193,2,,8,21.912185,-102.278874,2,9,21.899263,-102.281127,2
3,21.901686,-102.288296,2,4,21.871131,-102.297754,2,5,21.860456,-102.301012,2,6,21.947743,-102.308496,2,,8,21.910988,-102.280118,2,9,21.902327,-102.283581,2
3,21.912494,-102.292009,2,4,21.869936,-102.297465,2,5,21.860169,-102.301322,2,6,21.945717,-102.297359,2,,8,21.906873,-102.278558,2,9,21.902662,-102.284285,2
3,21.915157,-102.291894,2,4,21.870753,-102.295075,2,5,21.858627,-102.306082,2,6,21.937092,-102.297116,2,,8,21.905749,-102.281806,2,9,21.902678,-102.284826,2
3,21.915418,-102.291511,2,4,21.865427,-102.294222,2,5,21.858581,-102.306441,2,6,21.935102,-102.297674,2,,8,21.902485,-102.280688,2,9,21.902494,-102.285656,2
3,21.915216,-102.286535,2,4,21.866073,-102.298293,2,5,21.859214,-102.313941,2,6,21.929369,-102.298317,2,,8,21.901263,-102.282582,2,9,21.900534,-102.292535,2
3,21.923997,-102.284792,2,4,21.863769,-102.298766,2,5,21.856478,-102.315711,2,6,21.915753,-102.297502,2,,8,21.901882,-102.283105,2,9,21.896575,-102.291391,2
,,,,4,21.863196,-102.299041,2,5,21.853484,-102.317621,2,6,21.910045,-102.297054,2,,8,21.902485,-102.283881,2,9,21.896126,-102.292765,2
,,,,4,21.860552,-102.300735,2,5,21.856421,-102.325571,2,6,21.909799,-102.302125,2,,8,21.902652,-102.284513,2,9,21.895024,-102.292812,2
,,,,4,21.858004,-102.295811,2,5,21.854627,-102.326302,2,6,21.909708,-102.304333,2,,8,21.902652,-102.285072,2,9,21.894133,-102.292882,2
,,,,4,21.857834,-102.294694,2,5,21.851704,-102.318206,2,6,21.902938,-102.303614,2,,8,21.900677,-102.292362,2,9,21.893401,-102.293202,2
,,,,4,21.857968,-102.293407,2,5,21.850913,-102.318598,2,6,21.902948,-102.302123,2,,8,21.900109,-102.292629,2,9,21.892648,-102.293788,2
,,,,4,21.857784,-102.293024,2,,,,,6,21.900201,-102.301227,2,,8,21.893981,-102.292954,2,9,21.891402,-102.294967,2
,,,,4,21.844695,-102.290844,2,,,,,6,21.900733,-102.299163,2,,8,21.892742,-102.293748,2,9,21.889894,-102.293343,2
,,,,4,21.841026,-102.290239,2,,,,,6,21.898934,-102.298579,2,,8,21.890872,-102.295619,2,9,21.889054,-102.294132,2
,,,,4,21.842549,-102.280324,2,,,,,6,21.899621,-102.295942,2,,8,21.890335,-102.297465,2,9,21.886757,-102.296302,2
,,,,4,21.838539,-102.280351,2,,,,,6,21.891448,-102.295035,2,,8,21.884756,-102.298834,2,9,21.886605,-102.296341,2
,,,,4,21.836482,-102.280285,2,,,,,6,21.889889,-102.293337,2,,8,21.880982,-102.297058,2,9,21.884859,-102.295693,2
,,,,4,21.835499,-102.279959,2,,,,,6,21.886765,-102.296328,2,,8,21.880658,-102.297665,2,9,21.883946,-102.295248,2
,,,,4,21.834039,-102.287417,2,,,,,6,21.886591,-102.296349,2,,8,21.875252,-102.296315,2,9,21.883578,-102.295229,2
,,,,4,21.831467,-102.286971,2,,,,,6,21.884076,-102.295317,2,,8,21.872745,-102.297635,2,9,21.881473,-102.294575,2
,,,,4,21.831418,-102.288218,2,,,,,6,21.883766,-102.295317,2,,8,21.871084,-102.297756,2,9,21.878897,-102.293733,2
,,,,4,21.832649,-102.288481,2,,,,,6,21.881542,-102.294588,2,,8,21.869957,-102.297514,2,9,21.876192,-102.292863,2
,,,,4,21.831894,-102.293537,2,,,,,6,21.881271,-102.295453,2,,8,21.870732,-102.295177,2,9,21.873571,-102.292091,2
,,,,,,,,,,,,6,21.881296,-102.295706,2,,8,21.870421,-102.295037,2,9,21.873332,-102.292063,2
,,,,,,,,,,,,6,21.880653,-102.297621,2,,8,21.865681,-102.294222,2,9,21.872474,-102.291792,2
,,,,,,,,,,,,6,21.880499,-102.297637,2,,8,21.865382,-102.294243,2,9,21.872248,-102.293051,2
,,,,,,,,,,,,6,21.878164,-102.296977,2,,8,21.866097,-102.298282,2,9,21.872002,-102.293712,2
,,,,,,,,,,,,6,21.875316,-102.296267,2,,8,21.866881,-102.302962,2,9,21.871538,-102.294491,2
,,,,,,,,,,,,6,21.873816,-102.297034,2,,8,21.863732,-102.303498,2,9,21.871002,-102.295006,2
,,,,,,,,,,,,6,21.872683,-102.297678,2,,8,21.862808,-102.303498,2,9,21.870609,-102.295056,2
,,,,,,,,,,,,6,21.871261,-102.297777,2,,8,21.862169,-102.303089,2,9,21.865427,-102.294229,2
,,,,,,,,,,,,6,21.869923,-102.297496,2,,8,21.860771,-102.300767,2,9,21.866942,-102.302971,2
,,,,,,,,,,,,6,21.870684,-102.295152,2,,8,21.857764,-102.294873,2,9,21.867889,-102.308866,2
,,,,,,,,,,,,6,21.865664,-102.294302,2,,8,21.848537,-102.293861,2,9,21.859115,-102.313918,2
,,,,,,,,,,,,6,21.865502,-102.294545,2,,8,21.848502,-102.297274,2,9,21.855515,-102.316215,2
,,,,,,,,,,,,6,21.866128,-102.298278,2,,8,21.849941,-102.297364,2,9,21.854225,-102.317006,2
,,,,,,,,,,,,6,21.863974,-102.298703,2,,8,21.850213,-102.297491,2,9,21.853114,-102.314753,2
,,,,,,,,,,,,6,21.863228,-102.299014,2,,,,,,9,21.851023,-102.307393,2
,,,,,,,,,,,,6,21.860679,-102.300599,2,,,,,,9,21.849609,-102.301037,2
,,,,,,,,,,,,6,21.860272,-102.300955,2,,,,,,9,21.845198,-102.301493,2
,,,,,,,,,,,,6,21.859845,-102.301424,2,,,,,,9,21.841962,-102.301396,2
,,,,,,,,,,,,6,21.858664,-102.305466,2,,,,,,9,21.841384,-102.293575,2
,,,,,,,,,,,,6,21.856914,-102.304843,2,,,,,,9,21.839969,-102.293479,2
,,,,,,,,,,,,6,21.854829,-102.304104,2,,,,,,,,,
,,,,,,,,,,,,6,21.854143,-102.303589,2,,,,,,,,,
,,,,,,,,,,,,6,21.853649,-102.302841,2,,,,,,,,,
,,,,,,,,,,,,6,21.853305,-102.301172,2,,,,,,,,,
,,,,,,,,,,,,6,21.853766,-102.301117,2,,,,,,,,,
,,,,,,,,,,,,6,21.853883,-102.301217,2,,,,,,,,,
,,,,,,,,,,,,6,21.854084,-102.301172,2,,,,,,,,,
,,,,,,,,,,,,6,21.854109,-102.300919,2,,,,,,,,,
,,,,,,,,,,,,6,21.853397,-102.300955,2,,,,,,,,,
,,,,,,,,,,,,6,21.852895,-102.300811,2,,,,,,,,,
,,,,,,,,,,,,6,21.852292,-102.300892,2,,,,,,,,,
,,,,,,,,,,,,6,21.852183,-102.299683,2,,,,,,,,,
,,,,,,,,,,,,6,21.851126,-102.299777,2,,,,,,,,,
,,,,,,,,,,,,6,21.849682,-102.299709,2,,,,,,,,,
,,,,,,,,,,,,6,21.848175,-102.299815,2,,,,,,,,,
,,,,,,,,,,,,6,21.846352,-102.299185,2,,,,,,,,,
,,,,,,,,,,,,6,21.844915,-102.299147,2,,,,,,,,,
,,,,,,,,,,,,6,21.842296,-102.299049,2,,,,,,,,,
,,,,,,,,,,,,6,21.842267,-102.300376,2,,,,,,,,,
,,,,,,,,,,,,6,21.841906,-102.300436,2,,,,,,,,,
,,,,,,,,,,,,6,21.841385,-102.293532,2,,,,,,,,,
,,,,,,,,,,,,6,21.832157,-102.293637,2,,,,,,,,,
